age,city,educ,exper,expersq,faminc,fatheduc,hours,husage,huseduc,hushrs,huswage,inlf,kidsge6,kidslt6,lwage,motheduc,mtr,nwifeinc,repwage,unem,wage
52,1,11,3,9,24000,7,0,51,12,2210,10.407,0,0,0,,7,0.6615,24,0,11,
46,1,12,10,100,18300,7,0,55,12,2192,8.2117,0,2,0,,7,0.6915,18.3,0,7.5,
35,1,12,9,81,17200,3,0,44,16,1960,8.6735,0,0,2,,7,0.7215,17.2,0,7.5,
59,0,12,7,49,16476,7,0,56,10,1920,8.3208,0,0,0,,7,0.6915,16.476,0,14,
36,0,8,12,144,13400,0,0,40,12,2286,4.287,0,1,0,,0,0.7515,13.4,0,14,
51,0,7,0,0,44988,3,0,52,7,2000,10.5,0,3,1,,3,0.5215,44.988,0,14,
31,1,16,16,256,18200,12,0,31,12,2256,7.9787,0,0,1,,12,0.6915,18.2,0,9,
31,1,14,4,16,28000,12,0,36,17,2370,11.814,0,2,0,,12,0.6215,28,0,14,
32,1,12,7,49,11550,12,0,39,13,1800,6.1111,0,1,1,,12,0.7515,11.55,0,7.5,
35,1,16,7,49,28450,7,0,38,16,2250,12.578,0,2,1,,12,0.6215,28.45,0,14,
40,1,12,14,196,15096,10,0,43,12,1080,11.244,0,3,0,,7,0.7515,15.096,4.1,7.5,
33,0,10,2,4,8009,7,0,38,12,2840,2.7408,0,2,1,,7,0.7815,8.009,0,14,
54,1,7,20,400,10040,0,0,52,11,2250,4.4444,0,0,0,,0,0.7515,10.04,0,3,
36,1,12,5,25,16700,12,0,37,12,2746,5.8267,0,1,1,,12,0.7215,16.7,0,7.5,
50,0,10,10,100,8400,7,0,60,8,2300,2.3478,0,1,0,,12,0.7815,8.4,0,3,
54,0,8,20,400,13000,0,0,49,8,2860,4.4755,0,0,0,,0,0.7215,13,0,3,
48,1,11,10,100,17970,7,0,49,12,1765,8.4986,0,1,0,,7,0.7215,17.97,0,7.5,
41,0,15,8,64,18450,17,0,42,16,2520,7.1825,0,4,0,,14,0.7215,18.45,0,5,
50,1,12,11,121,31000,7,0,53,12,2208,10.87,0,4,0,,12,0.6615,31,0,14,
46,1,12,3,9,24135,7,0,51,8,2119,7.1222,0,2,0,,10,0.7215,24.135,0,7.5,
42,0,13,6,36,31700,12,0,47,17,2580,10.6592,0,1,0,,12,0.5815,31.7,0,7.5,
31,0,9,4,16,10190,3,0,34,12,1984,3.2762,0,2,1,,3,0.7915,10.19,0,14,
53,0,12,4,16,21574,10,0,58,8,1880,7.7521,0,0,0,,10,0.7215,21.574,0,14,
51,1,12,9,81,26680,3,0,57,12,2185,11.945,0,1,0,,3,0.6215,26.68,0,7.5,
47,1,12,10,100,17700,9,0,57,12,2080,4.6154,0,1,0,,7,0.7515,17.7,0,11,
50,1,12,3,9,29400,12,0,50,12,1920,13.021,0,1,0,,12,0.6215,29.4,0,14,
37,0,6,2,4,22159,7,0,52,5,3000,2.6667,0,1,0,,7,0.7515,22.159,0,7.5,
30,0,12,2,4,35000,12,0,31,12,2100,8.8333,0,2,2,,12,0.5815,35,0,11,
49,1,12,0,0,8630,16,0,39,12,1690,2.3669,0,0,0,,16,0.7915,8.63,0,5,
52,1,12,8,64,17080,0,0,49,16,2600,5,0,2,0,,7,0.7515,17.08,0,14,
47,1,12,6,36,32500,7,0,49,16,1984,7.4597,0,2,0,,10,0.7215,32.5,0,14,
49,1,12,15,225,16000,7,0,53,12,2064,7.7519,0,0,0,,7,0.7215,16,0,11,
44,1,12,15,225,18850,10,0,31,16,2553,5.4054,0,4,0,,12,0.7515,18.85,0,14,
53,1,8,9,81,17500,9,0,59,9,2776,6.1239,0,0,0,,9,0.6915,17.5,0,9.5,
30,0,12,8,64,19392,12,0,31,13,2315,8.3369,0,0,1,,7,0.6915,19.392,0,14,
54,1,12,18,324,14450,10,0,55,12,1880,7.1277,0,2,0,,7,0.7215,14.45,0,7.5,
47,1,7,3,9,21800,0,0,51,7,2160,6.1204,0,1,1,,0,0.6915,21.8,0,7.5,
56,1,15,10,100,7700,7,0,56,12,900,3.1111,0,0,0,,7,0.7515,7.7,0,14,
49,0,12,6,36,31800,7,0,52,16,2467,12.161,0,1,0,,7,0.5815,31.8,0,11,
48,1,6,20,400,17258,7,0,55,12,1820,5.3846,0,0,0,,7,0.7515,17.258,0,9.5,
49,0,12,8,64,13399,12,0,53,10,2223,3.9838,0,1,0,,10,0.7515,13.399,0,9.5,
56,0,12,3,9,16073,16,0,60,12,2142,7.4697,0,1,0,,12,0.7215,16.073,0,11,
46,1,12,4,16,23260,7,0,46,11,1928,11.411,0,0,0,,7,0.6615,23.26,0,7.5,
45,1,12,13,169,37300,12,0,49,17,2783,12.936,0,2,0,,12,0.5515,37.3,0,14,
32,1,12,4,16,11000,7,0,35,12,1960,5.6122,0,2,0,,12,0.7515,11,0,11,
43,1,12,17,289,13075,7,0,41,12,1920,6.8099,0,1,1,,7,0.7515,13.075,2.7,14,
34,1,12,4,16,13700,7,0,39,12,1587,8.5066,0,1,1,,7,0.7215,13.7,0,9.5,
30,0,12,0,0,25100,10,0,51,10,2496,5.508,0,1,1,,7,0.6615,25.1,0,5,
38,1,17,15,225,18600,16,0,39,12,2280,7.2285,0,0,2,,12,0.6915,18.6,4.8,5,
33,0,16,11,121,29000,16,0,36,17,2750,9.4545,0,1,1,,16,0.6215,29,0,9.5,
52,1,12,23,529,19237,7,0,55,12,2115,8.9835,0,0,0,,7,0.6915,19.237,0,9.5,
43,1,11,1,1,19855,14,0,45,12,2590,5.9846,0,3,0,,12,0.7215,19.855,0,7.5,
33,0,12,5,25,9450,7,0,34,12,2372,3.9629,0,1,1,,12,0.7515,9.45,0,9.5,
45,0,10,1,1,30000,7,0,48,12,2295,7.0575,0,0,0,,7,0.5815,30,0,7.5,
36,1,10,5,25,15000,10,0,38,12,2096,7.1565,0,1,2,,10,0.7215,15,0,14,
34,1,12,3,9,24701,12,0,39,17,3315,4.0145,0,1,1,,12,0.6615,24.701,0,9.5,
37,0,14,3,9,15900,14,0,50,16,1777,3.8829,0,2,0,,10,0.7215,15.9,0,11,
46,0,10,19,361,16240,7,0,51,12,1880,7.9787,0,1,0,,7,0.7215,16.24,0,11,
47,1,12,20,400,21100,12,0,55,10,2184,5.0366,0,0,0,,12,0.7515,21.1,0,9.5,
31,1,16,5,25,23000,12,0,32,16,3250,7.0769,0,1,2,,12,0.6615,23,0,7.5,
57,0,5,0,0,6340,7,0,58,5,1520,3.6184,0,0,0,,7,0.7715,6.34,0,14,
30,1,12,3,9,42250,10,0,30,13,3119,13.466,0,1,1,,10,0.4915,42.25,0,5,
30,1,12,3,9,14694,10,0,43,17,640,14.531,0,0,0,,12,0.7215,14.694,0,11,
44,1,12,7,49,21417,12,0,45,12,2250,6.8,0,3,0,,12,0.7215,21.417,0,9.5,
53,1,13,7,49,20200,12,0,53,13,3000,6.6667,0,0,0,,7,0.6615,20.2,0,7.5,
51,1,8,1,1,12090,7,0,54,8,2028,5.9172,0,0,0,,7,0.7215,12.09,0,9.5,
39,1,12,13,169,24760,7,0,36,14,2412,10.24,0,3,1,,12,0.6615,24.76,0,5,
52,0,8,0,0,23000,3,0,54,12,2452,8.1566,0,0,0,,7,0.6915,23,0,3,
46,1,8,0,0,19365,3,0,50,12,2304,6.6775,0,4,0,,3,0.7215,19.365,0,11,
47,0,12,12,144,5550,7,0,49,12,3120,0.9615,0,5,0,,7,0.9415,5.55,0,3,
52,1,8,0,0,68035,3,0,54,8,1670,16.907,0,2,0,,7,0.4415,68.035,0,7.5,
45,1,12,5,25,29300,14,0,46,15,2137,13.57,0,2,0,,10,0.6215,29.3,0,7.5,
60,1,11,45,2025,18500,7,0,52,11,2071,8.9329,0,0,0,,7,0.6915,18.5,0,7.5,
41,0,13,10,100,22582,7,0,54,7,1960,4.7372,0,2,0,,17,0.7215,22.582,0,11,
39,1,8,2,4,21500,7,0,45,12,2068,8.5106,0,3,0,,7,0.7215,21.5,0,7.5,
49,0,12,3,9,28070,7,0,51,12,2190,5.2511,0,1,0,,7,0.7515,28.07,0,7.5,
32,1,15,1,1,50300,12,0,37,13,2295,21.786,0,1,1,,12,0.4415,50.3,0,14,
33,1,12,5,25,23500,12,0,34,13,2970,7.9125,0,3,1,,12,0.6615,23.5,0,14,
36,0,10,10,100,15500,9,0,37,8,2068,7.1083,0,4,0,,7,0.7515,15.5,0,14,
37,0,13,4,16,13440,0,0,39,14,2419,5.0434,0,3,3,,7,0.7715,13.44,0,5,
30,0,12,7,49,8100,12,0,34,11,2150,2.2442,0,2,1,,12,0.7815,8.1,0,11,
44,1,11,9,81,9800,12,0,37,10,1152,8.5069,0,1,1,,7,0.7515,9.8,0,9.5,
48,1,12,5,25,20300,12,0,49,12,2640,7.5758,0,1,0,,7,0.6915,20.3,0,5,
40,1,11,4,16,15000,7,0,45,11,2550,5.8824,0,4,0,,7,0.7515,15,0,14,
47,1,13,11,121,56100,9,0,49,16,1360,40.441,0,0,0,,9,0.4415,56.1,0,5,
36,1,12,9,81,22846,7,0,40,12,2420,6.2339,0,2,0,,12,0.7215,22.846,0,5,
40,1,11,4,16,22225,12,0,42,14,2205,9.2971,0,2,0,,7,0.6915,22.225,0,5,
46,1,12,2,4,17635,7,0,46,12,3268,0.7038,0,1,0,,12,0.9415,17.635,0,7.5,
52,0,12,23,529,18500,12,0,54,12,3672,2.5425,0,0,0,,3,0.6915,18.5,0,7.5,
44,0,12,3,9,13390,12,0,45,12,1800,5.0833,0,1,0,,12,0.7515,13.39,0,11,
45,1,10,15,225,15150,7,0,46,14,1926,7.6843,0,1,0,,7,0.7215,15.15,0,7.5,
30,0,7,8,64,16200,3,0,35,7,1920,4.0625,0,1,2,,7,0.7815,16.2,0,7.5,
40,1,12,3,9,33920,12,0,44,12,2080,6.5106,0,3,1,,12,0.6615,33.92,0,14,
43,0,12,25,625,14000,12,0,43,12,2856,2.951,0,1,0,,7,0.7215,14,0,7.5,
49,1,12,2,4,16736,3,0,53,10,2115,5.6738,0,2,0,,12,0.7515,16.736,0,11,
46,1,12,0,0,30650,12,0,48,12,1880,12.766,0,4,1,,12,0.6615,30.65,3.45,11,
52,0,11,19,361,12400,7,0,52,12,2000,6,0,0,0,,7,0.7515,12.4,0,11,
31,1,12,3,9,19022,10,0,33,15,2044,9.2955,0,1,1,,7,0.6915,19.022,0,9.5,
42,0,10,7,49,11203,7,0,47,11,1677,5.1324,0,1,1,,7,0.7515,11.203,0,5,
33,1,11,1,1,19876,14,0,38,8,2184,9.0659,0,3,0,,7,0.6915,19.876,0,7.5,
57,1,16,9,81,57000,12,0,57,13,3185,11.931,0,0,0,,7,0.4415,57,0,14,
49,1,10,3,9,18290,10,0,51,10,2680,6.7164,0,0,0,,10,0.6915,18.29,0,11,
45,1,14,8,64,20220,12,0,47,14,3615,4.5851,0,1,0,,14,0.6915,20.22,0,11,
56,1,11,0,0,22150,7,0,56,12,2139,9.2567,0,0,0,,7,0.6915,22.15,0,14,
41,1,12,5,25,30623,10,0,43,12,3080,8.5656,0,3,1,,10,0.6215,30.623,0,7.5,
56,1,5,20,400,9380,3,0,53,6,1261,6.7407,0,0,0,,3,0.7515,9.38,0,14,
48,1,10,3,9,22000,7,0,48,10,2227,9.8788,0,1,0,,7,0.6915,22,0,5,
52,1,16,12,144,23675,10,0,53,16,1920,9.375,0,2,0,,12,0.6615,23.675,0,7.5,
51,1,12,5,25,33671,7,0,55,12,2350,6.277,0,0,0,,7,0.7215,33.671,0,14,
35,0,11,1,1,12367,7,0,39,10,1785,6.4241,0,3,0,,7,0.7515,12.367,0,7.5,
45,0,12,0,0,21950,7,0,51,12,2598,8.3718,0,0,0,,7,0.6615,21.95,0,5,
54,1,12,7,49,32000,7,0,58,17,2455,12.22,0,0,0,,7,0.5815,32,0,9.5,
54,1,12,13,169,22610,10,0,54,13,2450,3.5612,0,2,0,,10,0.7215,22.61,0,9.5,
31,0,12,3,9,12092,7,0,32,8,1218,8.867,0,0,1,,7,0.7515,12.092,0,3,
53,0,6,0,0,3777,7,0,54,4,2040,1.8515,0,3,0,,7,0.9415,3.777,0,11,
35,0,14,2,4,36000,14,0,34,14,2600,8.0769,0,2,2,,16,0.5515,36,0,3,
36,0,12,0,0,26900,16,0,40,16,2450,8.9796,0,3,1,,12,0.6615,26.9,0,7.5,
59,1,12,2,4,32242,7,0,60,12,2717,6.6618,0,0,0,,7,0.6615,32.242,0,11,
54,1,16,1,1,35020,17,0,54,17,2701,11.107,0,0,0,,16,0.5815,35.02,0,5,
37,1,12,10,100,37600,7,0,47,17,2600,14.077,0,1,1,,7,0.5515,37.6,0,9,
44,1,12,10,100,1500,7,0,54,10,3640,0.4121,0,0,0,,7,0.9415,1.5,0,7.5,
34,1,17,1,1,96000,12,0,40,16,2940,23.81,0,2,1,,12,0.4415,96,0,5,
49,0,12,3,9,18150,7,0,50,12,1880,9.5745,0,0,0,,7,0.6915,18.15,0,11,
49,0,12,32,1024,15500,7,0,51,12,3500,1.9286,0,0,0,,7,0.7215,15.5,0,3,
60,0,9,0,0,14000,7,0,60,8,3320,2.5783,0,0,0,,7,0.7215,14,0,3,
51,1,12,7,49,14756,7,0,55,12,1605,7.2274,0,0,0,,7,0.7215,14.756,0,7.5,
30,1,12,5,25,22000,10,0,30,14,2500,8.8,0,1,1,,12,0.6615,22,0,5,
47,1,12,2,4,24466,7,0,49,9,2400,7.75,0,2,0,,7,0.6615,24.466,0,11,
36,1,12,5,25,24400,12,0,45,17,1634,14.688,0,4,0,,12,0.6615,24.4,0,7.5,
35,1,12,3,9,24000,7,0,38,12,2260,10.487,0,3,1,,7,0.6615,24,0,9.5,
58,0,12,25,625,15500,9,0,53,12,3478,4.0253,0,0,0,,12,0.7215,15.5,0,11,
41,0,14,0,0,30800,12,0,42,16,2550,11.765,0,3,1,,14,0.6215,30.8,0,7.5,
51,1,10,3,9,10660,7,0,52,8,840,9.5238,0,1,0,,7,0.7515,10.66,0,14,
47,0,12,10,100,13350,7,0,52,12,1520,6.9079,0,0,0,,7,0.7215,13.35,0,11,
45,0,9,10,100,10090,3,0,35,9,1920,5.151,0,2,1,,12,0.7515,10.09,0,11,
60,1,14,7,49,55600,14,0,55,17,2703,20.496,0,0,0,,16,0.4415,55.6,0,14,
30,1,16,5,25,25700,12,0,46,16,1896,13.555,0,1,1,,12,0.6615,25.7,2,9.5,
55,1,11,15,225,29000,3,0,57,13,1960,14.796,0,0,0,,7,0.5815,29,0,5,
32,0,12,1,1,7286,7,0,50,8,3060,1.6905,0,2,1,,10,0.7815,7.286,0,3,
36,0,12,5,25,37752,7,0,38,12,2805,7.2296,0,2,0,,7,0.5215,37.752,0,3,
55,0,12,9,81,13072,3,0,53,7,1944,4.1152,0,0,0,,3,0.7515,13.072,0,14,
47,0,12,18,324,7044,3,0,47,12,1960,2.999,0,0,0,,3,0.7715,7.044,0,14,
47,1,12,1,1,18200,7,0,52,8,2112,8.0492,0,1,0,,7,0.6915,18.2,0,14,
37,0,11,0,0,27000,7,0,39,12,2544,8.577,0,1,0,,12,0.6215,27,0,3,
50,0,12,6,36,30300,12,0,53,17,1700,9.3235,0,2,0,,10,0.5815,30.3,0,3,
30,0,12,1,1,12000,7,0,31,12,2550,4.7059,0,3,0,,3,0.7515,12,0,14,
48,0,17,2,4,31500,17,0,45,17,2080,9.1346,0,1,0,,16,0.6615,31.5,0,3,
43,1,10,15,225,27092,10,0,49,12,2060,7.767,0,2,0,,10,0.7215,27.092,0,5,
48,0,11,25,625,20968,7,0,46,8,1955,4.1269,0,0,1,,7,0.7515,20.968,0,3,
41,1,14,1,1,27000,7,0,44,17,2500,10,0,2,1,,17,0.6615,27,0,14,
50,1,12,0,0,11225,10,0,52,10,2750,4.0727,0,0,0,,7,0.7515,11.225,0,7.5,
58,0,8,0,0,37700,3,0,59,5,2040,7.8529,0,0,0,,3,0.5815,37.7,0,7.5,
38,1,13,0,0,28200,16,0,43,15,3275,7.8168,0,5,0,,12,0.6615,28.2,0,7.5,
37,0,12,8,64,34000,12,0,39,12,2400,9.1667,0,1,0,,7,0.6615,34,0,5,
50,1,16,22,484,63200,7,0,51,17,2024,29.644,0,0,0,,12,0.4415,63.2,0,9.5,
42,1,8,5,25,7500,3,0,44,6,1840,4.0761,0,4,0,,3,0.7915,7.5,0,7.5,
37,1,9,10,100,17410,10,0,37,17,2033,8.362,0,3,1,,10,0.7215,17.41,0,9.5,
41,1,16,1,1,51000,17,0,40,17,1946,12.062,0,2,0,,16,0.4415,51,0,9,
31,0,12,1,1,12916,7,0,31,12,3660,2.3251,0,2,0,,10,0.7515,12.916,0,3,
51,1,12,6,36,21900,7,0,55,11,2088,10.01,0,0,0,,7,0.6615,21.9,0,5,
36,0,12,4,16,17640,7,0,41,12,2048,5.2734,0,2,1,,7,0.7515,17.64,0,5,
54,0,15,6,36,20000,16,0,52,15,1920,10.417,0,0,0,,14,0.6915,20,0,14,
49,1,12,0,0,15000,7,0,54,12,2000,7.5,0,0,0,,7,0.7215,15,0,14,
48,0,9,1,1,14060,12,0,47,8,2204,6.3521,0,1,1,,10,0.7215,14.06,0,5,
42,0,9,3,9,15825,14,0,45,10,3157,3.8071,0,2,0,,7,0.7215,15.825,0,9.5,
41,1,12,15,225,16510,16,0,44,14,1665,9.9099,0,2,1,,3,0.7215,16.51,0,9.5,
55,0,16,33,1089,13000,12,0,56,11,2304,2.6701,0,0,0,,12,0.7215,13,0,7.5,
42,1,9,2,4,10000,7,0,46,8,2275,4.3956,0,0,0,,7,0.7515,10,0,5,
32,1,15,1,1,22000,12,0,33,17,2760,7.971,0,1,0,,12,0.6615,22,0,7.5,
43,1,12,10,100,29800,7,0,44,14,1750,15.429,0,2,0,,7,0.5815,29.8,0,7.5,
33,1,12,0,0,15000,7,0,37,13,3366,1.9854,0,3,1,,7,0.7215,15,0,5,
48,1,15,14,196,22300,14,0,51,16,2205,7.2562,0,1,0,,10,0.7215,22.3,0,9.5,
43,1,12,15,225,14550,16,0,48,9,1990,7.0352,0,2,0,,3,0.7215,14.55,0,7.5,
47,1,17,15,225,19730,12,0,57,16,1930,8.1347,0,3,1,,14,0.6915,19.73,0,7.5,
54,1,12,10,100,35000,12,0,60,12,1350,11.981,0,0,0,,12,0.5515,35,0,7.5,
51,1,12,6,36,21014,3,0,52,12,3340,5.9922,0,1,0,,7,0.6615,21.014,0,7.5,
51,0,10,18,324,10876,7,0,57,10,960,4.1458,0,1,0,,14,0.7515,10.876,0,7.5,
43,0,13,15,225,27850,10,0,42,13,2732,8.5102,0,1,1,,12,0.6215,27.85,0,7.5,
53,0,12,30,900,9560,3,0,59,8,1624,2.9631,0,0,0,,0,0.7515,9.56,0,3,
34,0,11,15,225,30300,7,0,36,12,1804,8.8149,0,1,1,,7,0.6215,30.3,0,7.5,
31,0,8,10,100,7720,7,0,31,10,2805,2.4955,0,1,1,,7,0.7815,7.72,0,7.5,
56,1,12,0,0,10550,7,0,59,8,2160,4.8843,0,0,0,,10,0.7515,10.55,0,7.5,
42,1,16,0,0,24106,7,0,55,15,2052,10.2,0,1,0,,12,0.6615,24.106,0,9.5,
32,1,12,4,16,22995,14,0,35,16,2250,10,0,2,0,,12,0.6615,22.995,0,9.5,
35,1,12,0,0,6000,12,0,37,12,1120,5.3571,0,3,1,,12,0.8015,6,0,9.5,
30,1,12,3,9,24350,14,0,36,14,2450,9.7959,0,1,1,,14,0.6615,24.35,0,9.5,
51,0,10,20,400,7608,7,0,50,11,3432,1.3741,0,0,0,,7,0.7715,7.608,0,7.5,
47,0,12,3,9,28200,7,0,48,12,2700,3.463,0,3,0,,7,0.7215,28.2,0,3,
54,0,12,1,1,16150,7,0,55,13,2817,5.0408,0,1,0,,3,0.7215,16.15,0,3,
31,1,15,5,25,51200,10,0,34,17,3000,16.667,0,0,3,,7,0.4415,51.2,0,7.5,
47,1,10,7,49,12646,7,0,45,11,2125,4.3294,0,0,0,,7,0.7515,12.646,0,5,
47,1,14,6,36,19000,7,0,42,16,1864,10.193,0,3,0,,7,0.6915,19,0,11,
40,1,12,2,4,19000,7,0,39,12,2400,7.5833,0,3,0,,7,0.7215,19,0,7.5,
48,0,8,0,0,14400,3,0,50,7,2160,4.1204,0,0,0,,3,0.7515,14.4,0,7.5,
34,1,8,10,100,7232,7,0,51,7,1040,4.8077,0,7,0,,3,0.9415,7.232,0,11,
38,1,12,6,36,21943,10,0,42,16,2450,3.1531,0,3,0,,7,0.7515,21.943,0,9.5,
32,1,12,4,16,47500,10,0,34,16,2500,19,0,3,1,,7,0.4615,47.5,0,7.5,
48,1,16,8,64,28900,7,0,45,17,2131,6.0535,0,1,0,,12,0.6215,28.9,0,7.5,
41,0,12,18,324,12400,7,0,46,7,2165,3.7875,0,2,0,,7,0.7715,12.4,0,7.5,
49,0,5,7,49,6531,0,0,43,3,2230,2.9287,0,2,0,,0,0.7815,6.531,0,7.5,
59,1,8,15,225,22422,7,0,55,12,1995,9.2972,0,0,0,,3,0.6915,22.422,0,11,
58,1,13,7,49,22200,7,0,57,16,2025,9.3827,0,0,0,,7,0.6615,22.2,0,11,
41,1,12,8,64,77000,14,0,48,15,2450,26.531,0,3,0,,7,0.4415,77,0,14,
45,1,12,8,64,88000,10,0,45,12,2160,40.509,0,2,0,,10,0.4415,88,0,14,
30,0,14,3,9,26040,10,0,32,17,1715,15.16,0,1,1,,12,0.6215,26.04,0,11,
41,1,12,10,100,63500,7,0,42,16,3018,18.964,0,1,0,,7,0.4415,63.5,0,7.5,
30,0,12,9,81,12100,10,0,33,16,2216,5.4152,0,0,2,,10,0.7515,12.1,0,7.5,
53,1,12,24,576,17505,7,0,54,12,2499,1.9988,0,1,0,,12,0.7515,17.505,0,7.5,
31,0,12,12,144,18000,7,0,37,14,2250,8,0,0,0,,10,0.6915,18,0,7.5,
43,1,14,2,4,28069,12,0,44,17,2116,11.153,0,2,0,,12,0.6615,28.069,0,11,
31,1,12,6,36,14000,14,0,30,14,2016,5.9524,0,1,1,,12,0.7515,14,0,14,
51,1,12,18,324,8117,3,0,60,10,2470,2.1194,0,0,0,,10,0.7515,8.117,0,7.5,
43,1,9,17,289,11895,7,0,45,12,1640,3.8384,0,0,0,,7,0.7715,11.895,0,5,
31,1,14,7,49,45250,16,0,34,16,2016,17.361,0,2,1,,16,0.4915,45.25,0,5,
48,1,11,6,36,31106,10,0,48,12,2185,8.0092,0,0,0,,7,0.6915,31.106,0,9.5,
31,1,12,10,100,4000,7,0,33,14,800,3,0,1,1,,12,0.8015,4,0,9.5,
44,1,12,5,25,40500,7,0,46,12,3022,10.589,0,1,0,,7,0.5815,40.5,0,7.5,
48,1,11,7,49,21620,7,0,50,14,1512,10.913,0,1,0,,10,0.7215,21.62,0,7.5,
53,1,12,11,121,23426,0,0,53,12,2677,5.6033,0,1,0,,0,0.7215,23.426,0,7.5,
42,1,10,14,196,26000,3,0,44,12,3150,7.9365,0,3,0,,3,0.6615,26,2.75,11,
39,1,12,5,25,7840,0,0,34,12,1430,2.9476,0,6,2,,7,0.9415,7.84,0,9.5,
32,0,10,2,4,6800,3,0,36,4,3307,2.0562,0,2,1,,7,0.7915,6.8,0,7.5,
36,0,12,4,16,5330,12,0,39,12,3120,1.3013,0,2,0,,7,0.7915,5.33,0,14,
40,1,13,5,25,28200,10,0,43,16,3020,9.2715,0,2,0,,10,0.6215,28.2,0,9.5,
31,0,12,14,196,10000,12,0,33,12,2056,4.8638,0,3,2,,12,0.7715,10,0,7.5,
43,0,12,4,16,9952,3,0,43,12,2383,1.0898,0,0,0,,10,0.7515,9.952,0,7.5,
60,1,12,15,225,24984,12,0,55,8,1705,12.44,0,0,0,,12,0.6215,24.984,0,14,
39,1,9,12,144,28363,7,0,48,12,3120,6.0897,0,3,0,,7,0.6915,28.363,0,11,
